date,imoex,ofz5y,eps_fwd,coe,erp,pe
2025-10-13,2576.38,15.189466048,610.0,0.23676631552798888,0.08487165504798888,4.223573770491804
2025-10-14,2541.49,15.4237435121,610.0,0.2400166831268272,0.0857792480058272,4.166377049180327
2025-10-15,2545.22,15.4430421901,610.0,0.2396649405552369,0.0852345186542369,4.172491803278688
2025-10-16,2607.78,15.0933031953,610.0,0.23391543765194914,0.08298240569894913,4.275049180327869
2025-10-17,2721.14,14.9104256466,610.0,0.2241707519642503,0.07506649549825029,4.460885245901639
2025-10-20,2744.83,15.0422979405,610.0,0.22223598547086706,0.07181300606586707,4.49972131147541
2025-10-21,2632.42,15.3396291755,610.0,0.23172594038945152,0.07832964863445152,4.31544262295082
2025-10-22,2653.0,15.2072658113,610.0,0.22992838296268375,0.07785572484968376,4.349180327868853
2025-10-23,2570.67,15.2809602703,610.0,0.23729222342813353,0.08448262072513352,4.214213114754099
2025-10-24,2543.93,15.3454032646,610.0,0.23978647211204712,0.08633243946604713,4.170377049180328
2025-10-27,2476.79,15.464797869,610.0,0.2462865240896483,0.0916385453996483,4.060311475409836
2025-10-28,2495.09,15.3558558397,610.0,0.2444801590323395,0.0909216006353395,4.090311475409837
2025-10-29,2523.35,15.1135866894,610.0,0.2417421285196267,0.09060626162562671,4.136639344262295
2025-10-30,2557.48,15.0416427041,610.0,0.2385160392261132,0.0880996121851132,4.192590163934426
2025-10-31,2525.2,15.1053904619,610.0,0.24156502455251072,0.09051111993351071,4.139672131147541
2025-11-01,2532.66,15.0594018984,610.0,0.2408534900065544,0.09025947102255438,4.1519016393442625
2025-11-03,2570.96,14.9100814455,610.0,0.2372654572611009,0.0881646428061009,4.214688524590164
2025-11-05,2546.62,14.964476131,610.0,0.23953318516307892,0.08988842385307894,4.174786885245902
2025-11-06,2542.7,15.0550244461,610.0,0.2399024658827231,0.08935222142172311,4.168360655737705
2025-11-07,2566.42,14.9722455323,610.0,0.2376851801341947,0.08796272481119471,4.207245901639344
2025-11-10,2558.6,14.8598116104,610.0,0.2384116313609005,0.08981351525690048,4.194426229508196
2025-11-11,2566.17,14.7581698909,610.0,0.23770833576886954,0.09012663685986955,4.20683606557377
2025-11-12,2536.22,14.7203491716,565.0,0.22277247241958506,0.07556898070358506,4.488884955752212
2025-11-13,2543.36,14.6680181887,565.0,0.22214708102667335,0.07546689913967336,4.501522123893806
2025-11-14,2525.68,14.7281184604,565.0,0.22370213170314532,0.07642094709914532,4.470230088495575
